,country,crop_item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,YIELD
3245,Brazil,Sorghum,1999,1761.0,127585.0,21.59,15711
3246,Brazil,Sorghum,1999,1761.0,127585.0,20.04,15711
3247,Brazil,Sorghum,1999,1761.0,127585.0,17.66,15711
3248,Brazil,Sorghum,1999,1761.0,127585.0,17.66,15711
3249,Brazil,Sorghum,1999,1761.0,127585.0,27.64,15711
3250,Brazil,Sorghum,1999,1761.0,127585.0,20.04,15711
3251,Brazil,Sorghum,1999,1761.0,127585.0,26.66,15711
3252,Brazil,Sorghum,1999,1761.0,127585.0,18.39,15711
3253,Brazil,Sorghum,1999,1761.0,127585.0,25.88,15711
3254,Brazil,Sorghum,1999,1761.0,127585.0,24.01,15711
3255,Brazil,Sorghum,1999,1761.0,127585.0,25.32,15711
3256,Brazil,Soybeans,1999,1761.0,127585.0,21.59,23724
3257,Brazil,Soybeans,1999,1761.0,127585.0,20.04,23724
3258,Brazil,Soybeans,1999,1761.0,127585.0,17.66,23724
3259,Brazil,Soybeans,1999,1761.0,127585.0,17.66,23724
3260,Brazil,Soybeans,1999,1761.0,127585.0,27.64,23724
3261,Brazil,Soybeans,1999,1761.0,127585.0,20.04,23724
3262,Brazil,Soybeans,1999,1761.0,127585.0,26.66,23724
3263,Brazil,Soybeans,1999,1761.0,127585.0,18.39,23724
3264,Brazil,Soybeans,1999,1761.0,127585.0,25.88,23724
3265,Brazil,Soybeans,1999,1761.0,127585.0,24.01,23724
3266,Brazil,Soybeans,1999,1761.0,127585.0,25.32,23724
3267,Brazil,Sweet potatoes,1999,1761.0,127585.0,21.59,109463
3268,Brazil,Sweet potatoes,1999,1761.0,127585.0,20.04,109463
3269,Brazil,Sweet potatoes,1999,1761.0,127585.0,17.66,109463
3270,Brazil,Sweet potatoes,1999,1761.0,127585.0,17.66,109463
3271,Brazil,Sweet potatoes,1999,1761.0,127585.0,27.64,109463
3272,Brazil,Sweet potatoes,1999,1761.0,127585.0,20.04,109463
3273,Brazil,Sweet potatoes,1999,1761.0,127585.0,26.66,109463
3274,Brazil,Sweet potatoes,1999,1761.0,127585.0,18.39,109463
3275,Brazil,Sweet potatoes,1999,1761.0,127585.0,25.88,109463
3276,Brazil,Sweet potatoes,1999,1761.0,127585.0,24.01,109463
3277,Brazil,Sweet potatoes,1999,1761.0,127585.0,25.32,109463
3278,Brazil,Wheat,1999,1761.0,127585.0,21.59,19699
3279,Brazil,Wheat,1999,1761.0,127585.0,20.04,19699
3280,Brazil,Wheat,1999,1761.0,127585.0,17.66,19699
3281,Brazil,Wheat,1999,1761.0,127585.0,17.66,19699
3282,Brazil,Wheat,1999,1761.0,127585.0,27.64,19699
3283,Brazil,Wheat,1999,1761.0,127585.0,20.04,19699
3284,Brazil,Wheat,1999,1761.0,127585.0,26.66,19699
3285,Brazil,Wheat,1999,1761.0,127585.0,18.39,19699
3286,Brazil,Wheat,1999,1761.0,127585.0,25.88,19699
3287,Brazil,Wheat,1999,1761.0,127585.0,24.01,19699
3288,Brazil,Wheat,1999,1761.0,127585.0,25.32,19699
3289,Brazil,Yams,1999,1761.0,127585.0,21.59,92000
3290,Brazil,Yams,1999,1761.0,127585.0,20.04,92000
3291,Brazil,Yams,1999,1761.0,127585.0,17.66,92000
3292,Brazil,Yams,1999,1761.0,127585.0,17.66,92000
3293,Brazil,Yams,1999,1761.0,127585.0,27.64,92000
3294,Brazil,Yams,1999,1761.0,127585.0,20.04,92000
3295,Brazil,Yams,1999,1761.0,127585.0,26.66,92000
3296,Brazil,Yams,1999,1761.0,127585.0,18.39,92000
3297,Brazil,Yams,1999,1761.0,127585.0,25.88,92000
3298,Brazil,Yams,1999,1761.0,127585.0,24.01,92000
3299,Brazil,Yams,1999,1761.0,127585.0,25.32,92000
3300,Brazil,Cassava,2000,1761.0,140423.0,21.69,134815
3301,Brazil,Cassava,2000,1761.0,140423.0,20.32,134815
3302,Brazil,Cassava,2000,1761.0,140423.0,18.01,134815
3303,Brazil,Cassava,2000,1761.0,140423.0,18.01,134815
3304,Brazil,Cassava,2000,1761.0,140423.0,27.5,134815
3305,Brazil,Cassava,2000,1761.0,140423.0,20.32,134815
3306,Brazil,Cassava,2000,1761.0,140423.0,26.82,134815
3307,Brazil,Cassava,2000,1761.0,140423.0,18.65,134815
3308,Brazil,Cassava,2000,1761.0,140423.0,25.71,134815
3309,Brazil,Cassava,2000,1761.0,140423.0,24.36,134815
3310,Brazil,Cassava,2000,1761.0,140423.0,25.35,134815
3311,Brazil,Maize,2000,1761.0,140423.0,21.69,27182
3312,Brazil,Maize,2000,1761.0,140423.0,20.32,27182
3313,Brazil,Maize,2000,1761.0,140423.0,18.01,27182
3314,Brazil,Maize,2000,1761.0,140423.0,18.01,27182
3315,Brazil,Maize,2000,1761.0,140423.0,27.5,27182
3316,Brazil,Maize,2000,1761.0,140423.0,20.32,27182
3317,Brazil,Maize,2000,1761.0,140423.0,26.82,27182
3318,Brazil,Maize,2000,1761.0,140423.0,18.65,27182
3319,Brazil,Maize,2000,1761.0,140423.0,25.71,27182
3320,Brazil,Maize,2000,1761.0,140423.0,24.36,27182
3321,Brazil,Maize,2000,1761.0,140423.0,25.35,27182
3322,Brazil,Potatoes,2000,1761.0,140423.0,21.69,171813
3323,Brazil,Potatoes,2000,1761.0,140423.0,20.32,171813
3324,Brazil,Potatoes,2000,1761.0,140423.0,18.01,171813
3325,Brazil,Potatoes,2000,1761.0,140423.0,18.01,171813
3326,Brazil,Potatoes,2000,1761.0,140423.0,27.5,171813
3327,Brazil,Potatoes,2000,1761.0,140423.0,20.32,171813
3328,Brazil,Potatoes,2000,1761.0,140423.0,26.82,171813
3329,Brazil,Potatoes,2000,1761.0,140423.0,18.65,171813
3330,Brazil,Potatoes,2000,1761.0,140423.0,25.71,171813
3331,Brazil,Potatoes,2000,1761.0,140423.0,24.36,171813
3332,Brazil,Potatoes,2000,1761.0,140423.0,25.35,171813
3333,Brazil,"Rice, paddy",2000,1761.0,140423.0,21.69,30382
3334,Brazil,"Rice, paddy",2000,1761.0,140423.0,20.32,30382
3335,Brazil,"Rice, paddy",2000,1761.0,140423.0,18.01,30382
3336,Brazil,"Rice, paddy",2000,1761.0,140423.0,18.01,30382
3337,Brazil,"Rice, paddy",2000,1761.0,140423.0,27.5,30382
3338,Brazil,"Rice, paddy",2000,1761.0,140423.0,20.32,30382
3339,Brazil,"Rice, paddy",2000,1761.0,140423.0,26.82,30382
3340,Brazil,"Rice, paddy",2000,1761.0,140423.0,18.65,30382
3341,Brazil,"Rice, paddy",2000,1761.0,140423.0,25.71,30382
3342,Brazil,"Rice, paddy",2000,1761.0,140423.0,24.36,30382
3343,Brazil,"Rice, paddy",2000,1761.0,140423.0,25.35,30382
3344,Brazil,Sorghum,2000,1761.0,140423.0,21.69,15013
3345,Brazil,Sorghum,2000,1761.0,140423.0,20.32,15013
3346,Brazil,Sorghum,2000,1761.0,140423.0,18.01,15013
3347,Brazil,Sorghum,2000,1761.0,140423.0,18.01,15013
3348,Brazil,Sorghum,2000,1761.0,140423.0,27.5,15013
3349,Brazil,Sorghum,2000,1761.0,140423.0,20.32,15013
3350,Brazil,Sorghum,2000,1761.0,140423.0,26.82,15013
3351,Brazil,Sorghum,2000,1761.0,140423.0,18.65,15013
3352,Brazil,Sorghum,2000,1761.0,140423.0,25.71,15013
3353,Brazil,Sorghum,2000,1761.0,140423.0,24.36,15013
3354,Brazil,Sorghum,2000,1761.0,140423.0,25.35,15013
3355,Brazil,Soybeans,2000,1761.0,140423.0,21.69,24033
3356,Brazil,Soybeans,2000,1761.0,140423.0,20.32,24033
3357,Brazil,Soybeans,2000,1761.0,140423.0,18.01,24033
3358,Brazil,Soybeans,2000,1761.0,140423.0,18.01,24033
3359,Brazil,Soybeans,2000,1761.0,140423.0,27.5,24033
3360,Brazil,Soybeans,2000,1761.0,140423.0,20.32,24033
3361,Brazil,Soybeans,2000,1761.0,140423.0,26.82,24033
3362,Brazil,Soybeans,2000,1761.0,140423.0,18.65,24033
3363,Brazil,Soybeans,2000,1761.0,140423.0,25.71,24033
3364,Brazil,Soybeans,2000,1761.0,140423.0,24.36,24033
3365,Brazil,Soybeans,2000,1761.0,140423.0,25.35,24033
3366,Brazil,Sweet potatoes,2000,1761.0,140423.0,21.69,110351
3367,Brazil,Sweet potatoes,2000,1761.0,140423.0,20.32,110351
3368,Brazil,Sweet potatoes,2000,1761.0,140423.0,18.01,110351
3369,Brazil,Sweet potatoes,2000,1761.0,140423.0,18.01,110351
3370,Brazil,Sweet potatoes,2000,1761.0,140423.0,27.5,110351
3371,Brazil,Sweet potatoes,2000,1761.0,140423.0,20.32,110351
3372,Brazil,Sweet potatoes,2000,1761.0,140423.0,26.82,110351
3373,Brazil,Sweet potatoes,2000,1761.0,140423.0,18.65,110351
3374,Brazil,Sweet potatoes,2000,1761.0,140423.0,25.71,110351
3375,Brazil,Sweet potatoes,2000,1761.0,140423.0,24.36,110351
3376,Brazil,Sweet potatoes,2000,1761.0,140423.0,25.35,110351
3377,Brazil,Wheat,2000,1761.0,140423.0,21.69,15156
3378,Brazil,Wheat,2000,1761.0,140423.0,20.32,15156
3379,Brazil,Wheat,2000,1761.0,140423.0,18.01,15156
3380,Brazil,Wheat,2000,1761.0,140423.0,18.01,15156
3381,Brazil,Wheat,2000,1761.0,140423.0,27.5,15156
3382,Brazil,Wheat,2000,1761.0,140423.0,20.32,15156
3383,Brazil,Wheat,2000,1761.0,140423.0,26.82,15156
3384,Brazil,Wheat,2000,1761.0,140423.0,18.65,15156
3385,Brazil,Wheat,2000,1761.0,140423.0,25.71,15156
3386,Brazil,Wheat,2000,1761.0,140423.0,24.36,15156
3387,Brazil,Wheat,2000,1761.0,140423.0,25.35,15156
3388,Brazil,Yams,2000,1761.0,140423.0,21.69,91522
3389,Brazil,Yams,2000,1761.0,140423.0,20.32,91522
3390,Brazil,Yams,2000,1761.0,140423.0,18.01,91522
3391,Brazil,Yams,2000,1761.0,140423.0,18.01,91522
3392,Brazil,Yams,2000,1761.0,140423.0,27.5,91522
3393,Brazil,Yams,2000,1761.0,140423.0,20.32,91522
3394,Brazil,Yams,2000,1761.0,140423.0,26.82,91522
3395,Brazil,Yams,2000,1761.0,140423.0,18.65,91522
3396,Brazil,Yams,2000,1761.0,140423.0,25.71,91522
3397,Brazil,Yams,2000,1761.0,140423.0,24.36,91522
3398,Brazil,Yams,2000,1761.0,140423.0,25.35,91522
3399,Brazil,Cassava,2001,1761.0,151523.0,22.14,135418
3400,Brazil,Cassava,2001,1761.0,151523.0,20.96,135418
3401,Brazil,Cassava,2001,1761.0,151523.0,18.67,135418
3402,Brazil,Cassava,2001,1761.0,151523.0,18.67,135418
3403,Brazil,Cassava,2001,1761.0,151523.0,27.69,135418
3404,Brazil,Cassava,2001,1761.0,151523.0,20.96,135418
3405,Brazil,Cassava,2001,1761.0,151523.0,27.08,135418
3406,Brazil,Cassava,2001,1761.0,151523.0,19.73,135418
3407,Brazil,Cassava,2001,1761.0,151523.0,26.08,135418
3408,Brazil,Cassava,2001,1761.0,151523.0,24.99,135418
3409,Brazil,Cassava,2001,1761.0,151523.0,25.59,135418
3410,Brazil,Maize,2001,1761.0,151523.0,22.14,34019
3411,Brazil,Maize,2001,1761.0,151523.0,20.96,34019
3412,Brazil,Maize,2001,1761.0,151523.0,18.67,34019
3413,Brazil,Maize,2001,1761.0,151523.0,18.67,34019
3414,Brazil,Maize,2001,1761.0,151523.0,27.69,34019
3415,Brazil,Maize,2001,1761.0,151523.0,20.96,34019
3416,Brazil,Maize,2001,1761.0,151523.0,27.08,34019
3417,Brazil,Maize,2001,1761.0,151523.0,19.73,34019
3418,Brazil,Maize,2001,1761.0,151523.0,26.08,34019
3419,Brazil,Maize,2001,1761.0,151523.0,24.99,34019
3420,Brazil,Maize,2001,1761.0,151523.0,25.59,34019
3421,Brazil,Potatoes,2001,1761.0,151523.0,22.14,184997
3422,Brazil,Potatoes,2001,1761.0,151523.0,20.96,184997
3423,Brazil,Potatoes,2001,1761.0,151523.0,18.67,184997
3424,Brazil,Potatoes,2001,1761.0,151523.0,18.67,184997
3425,Brazil,Potatoes,2001,1761.0,151523.0,27.69,184997
3426,Brazil,Potatoes,2001,1761.0,151523.0,20.96,184997
3427,Brazil,Potatoes,2001,1761.0,151523.0,27.08,184997
3428,Brazil,Potatoes,2001,1761.0,151523.0,19.73,184997
3429,Brazil,Potatoes,2001,1761.0,151523.0,26.08,184997
3430,Brazil,Potatoes,2001,1761.0,151523.0,24.99,184997
3431,Brazil,Potatoes,2001,1761.0,151523.0,25.59,184997
3432,Brazil,"Rice, paddy",2001,1761.0,151523.0,22.14,32405
3433,Brazil,"Rice, paddy",2001,1761.0,151523.0,20.96,32405
3434,Brazil,"Rice, paddy",2001,1761.0,151523.0,18.67,32405
3435,Brazil,"Rice, paddy",2001,1761.0,151523.0,18.67,32405
3436,Brazil,"Rice, paddy",2001,1761.0,151523.0,27.69,32405
3437,Brazil,"Rice, paddy",2001,1761.0,151523.0,20.96,32405
3438,Brazil,"Rice, paddy",2001,1761.0,151523.0,27.08,32405
3439,Brazil,"Rice, paddy",2001,1761.0,151523.0,19.73,32405
3440,Brazil,"Rice, paddy",2001,1761.0,151523.0,26.08,32405
3441,Brazil,"Rice, paddy",2001,1761.0,151523.0,24.99,32405
3442,Brazil,"Rice, paddy",2001,1761.0,151523.0,25.59,32405
3443,Brazil,Sorghum,2001,1761.0,151523.0,22.14,18654
3444,Brazil,Sorghum,2001,1761.0,151523.0,20.96,18654
3445,Brazil,Sorghum,2001,1761.0,151523.0,18.67,18654
3446,Brazil,Sorghum,2001,1761.0,151523.0,18.67,18654
3447,Brazil,Sorghum,2001,1761.0,151523.0,27.69,18654
3448,Brazil,Sorghum,2001,1761.0,151523.0,20.96,18654
3449,Brazil,Sorghum,2001,1761.0,151523.0,27.08,18654
3450,Brazil,Sorghum,2001,1761.0,151523.0,19.73,18654
3451,Brazil,Sorghum,2001,1761.0,151523.0,26.08,18654
3452,Brazil,Sorghum,2001,1761.0,151523.0,24.99,18654
3453,Brazil,Sorghum,2001,1761.0,151523.0,25.59,18654
3454,Brazil,Soybeans,2001,1761.0,151523.0,22.14,27105
3455,Brazil,Soybeans,2001,1761.0,151523.0,20.96,27105
3456,Brazil,Soybeans,2001,1761.0,151523.0,18.67,27105
3457,Brazil,Soybeans,2001,1761.0,151523.0,18.67,27105
3458,Brazil,Soybeans,2001,1761.0,151523.0,27.69,27105
3459,Brazil,Soybeans,2001,1761.0,151523.0,20.96,27105
3460,Brazil,Soybeans,2001,1761.0,151523.0,27.08,27105
3461,Brazil,Soybeans,2001,1761.0,151523.0,19.73,27105
3462,Brazil,Soybeans,2001,1761.0,151523.0,26.08,27105
3463,Brazil,Soybeans,2001,1761.0,151523.0,24.99,27105
3464,Brazil,Soybeans,2001,1761.0,151523.0,25.59,27105
3465,Brazil,Sweet potatoes,2001,1761.0,151523.0,22.14,113496
3466,Brazil,Sweet potatoes,2001,1761.0,151523.0,20.96,113496
3467,Brazil,Sweet potatoes,2001,1761.0,151523.0,18.67,113496
3468,Brazil,Sweet potatoes,2001,1761.0,151523.0,18.67,113496
3469,Brazil,Sweet potatoes,2001,1761.0,151523.0,27.69,113496
3470,Brazil,Sweet potatoes,2001,1761.0,151523.0,20.96,113496
3471,Brazil,Sweet potatoes,2001,1761.0,151523.0,27.08,113496
3472,Brazil,Sweet potatoes,2001,1761.0,151523.0,19.73,113496
3473,Brazil,Sweet potatoes,2001,1761.0,151523.0,26.08,113496
3474,Brazil,Sweet potatoes,2001,1761.0,151523.0,24.99,113496
3475,Brazil,Sweet potatoes,2001,1761.0,151523.0,25.59,113496
3476,Brazil,Wheat,2001,1761.0,151523.0,22.14,19488
3477,Brazil,Wheat,2001,1761.0,151523.0,20.96,19488
3478,Brazil,Wheat,2001,1761.0,151523.0,18.67,19488
3479,Brazil,Wheat,2001,1761.0,151523.0,18.67,19488
3480,Brazil,Wheat,2001,1761.0,151523.0,27.69,19488
3481,Brazil,Wheat,2001,1761.0,151523.0,20.96,19488
3482,Brazil,Wheat,2001,1761.0,151523.0,27.08,19488
3483,Brazil,Wheat,2001,1761.0,151523.0,19.73,19488
3484,Brazil,Wheat,2001,1761.0,151523.0,26.08,19488
3485,Brazil,Wheat,2001,1761.0,151523.0,24.99,19488
3486,Brazil,Wheat,2001,1761.0,151523.0,25.59,19488
3487,Brazil,Yams,2001,1761.0,151523.0,22.14,90385
3488,Brazil,Yams,2001,1761.0,151523.0,20.96,90385
3489,Brazil,Yams,2001,1761.0,151523.0,18.67,90385
3490,Brazil,Yams,2001,1761.0,151523.0,18.67,90385
3491,Brazil,Yams,2001,1761.0,151523.0,27.69,90385
3492,Brazil,Yams,2001,1761.0,151523.0,20.96,90385
3493,Brazil,Yams,2001,1761.0,151523.0,27.08,90385
3494,Brazil,Yams,2001,1761.0,151523.0,19.73,90385
3495,Brazil,Yams,2001,1761.0,151523.0,26.08,90385
3496,Brazil,Yams,2001,1761.0,151523.0,24.99,90385
3497,Brazil,Yams,2001,1761.0,151523.0,25.59,90385
3498,Brazil,Cassava,2002,1761.0,145552.0,22.5,137949
3499,Brazil,Cassava,2002,1761.0,145552.0,21.3,137949
3500,Brazil,Cassava,2002,1761.0,145552.0,19.09,137949
3501,Brazil,Cassava,2002,1761.0,145552.0,19.09,137949
3502,Brazil,Cassava,2002,1761.0,145552.0,27.85,137949
3503,Brazil,Cassava,2002,1761.0,145552.0,21.3,137949
3504,Brazil,Cassava,2002,1761.0,145552.0,27.27,137949
3505,Brazil,Cassava,2002,1761.0,145552.0,19.49,137949
3506,Brazil,Cassava,2002,1761.0,145552.0,26.01,137949
3507,Brazil,Cassava,2002,1761.0,145552.0,25.18,137949
3508,Brazil,Cassava,2002,1761.0,145552.0,25.56,137949
3509,Brazil,Maize,2002,1761.0,145552.0,22.5,30559
3510,Brazil,Maize,2002,1761.0,145552.0,21.3,30559
3511,Brazil,Maize,2002,1761.0,145552.0,19.09,30559
3512,Brazil,Maize,2002,1761.0,145552.0,19.09,30559
3513,Brazil,Maize,2002,1761.0,145552.0,27.85,30559
3514,Brazil,Maize,2002,1761.0,145552.0,21.3,30559
3515,Brazil,Maize,2002,1761.0,145552.0,27.27,30559
3516,Brazil,Maize,2002,1761.0,145552.0,19.49,30559
3517,Brazil,Maize,2002,1761.0,145552.0,26.01,30559
3518,Brazil,Maize,2002,1761.0,145552.0,25.18,30559
3519,Brazil,Maize,2002,1761.0,145552.0,25.56,30559
3520,Brazil,Potatoes,2002,1761.0,145552.0,22.5,194038
3521,Brazil,Potatoes,2002,1761.0,145552.0,21.3,194038
3522,Brazil,Potatoes,2002,1761.0,145552.0,19.09,194038
3523,Brazil,Potatoes,2002,1761.0,145552.0,19.09,194038
3524,Brazil,Potatoes,2002,1761.0,145552.0,27.85,194038
3525,Brazil,Potatoes,2002,1761.0,145552.0,21.3,194038
3526,Brazil,Potatoes,2002,1761.0,145552.0,27.27,194038
3527,Brazil,Potatoes,2002,1761.0,145552.0,19.49,194038
3528,Brazil,Potatoes,2002,1761.0,145552.0,26.01,194038
3529,Brazil,Potatoes,2002,1761.0,145552.0,25.18,194038
3530,Brazil,Potatoes,2002,1761.0,145552.0,25.56,194038
3531,Brazil,"Rice, paddy",2002,1761.0,145552.0,22.5,33246
3532,Brazil,"Rice, paddy",2002,1761.0,145552.0,21.3,33246
3533,Brazil,"Rice, paddy",2002,1761.0,145552.0,19.09,33246
3534,Brazil,"Rice, paddy",2002,1761.0,145552.0,19.09,33246
3535,Brazil,"Rice, paddy",2002,1761.0,145552.0,27.85,33246
3536,Brazil,"Rice, paddy",2002,1761.0,145552.0,21.3,33246
3537,Brazil,"Rice, paddy",2002,1761.0,145552.0,27.27,33246
3538,Brazil,"Rice, paddy",2002,1761.0,145552.0,19.49,33246
3539,Brazil,"Rice, paddy",2002,1761.0,145552.0,26.01,33246
3540,Brazil,"Rice, paddy",2002,1761.0,145552.0,25.18,33246
3541,Brazil,"Rice, paddy",2002,1761.0,145552.0,25.56,33246
3542,Brazil,Sorghum,2002,1761.0,145552.0,22.5,18573
3543,Brazil,Sorghum,2002,1761.0,145552.0,21.3,18573
3544,Brazil,Sorghum,2002,1761.0,145552.0,19.09,18573
3545,Brazil,Sorghum,2002,1761.0,145552.0,19.09,18573
3546,Brazil,Sorghum,2002,1761.0,145552.0,27.85,18573
3547,Brazil,Sorghum,2002,1761.0,145552.0,21.3,18573
3548,Brazil,Sorghum,2002,1761.0,145552.0,27.27,18573
3549,Brazil,Sorghum,2002,1761.0,145552.0,19.49,18573
3550,Brazil,Sorghum,2002,1761.0,145552.0,26.01,18573
3551,Brazil,Sorghum,2002,1761.0,145552.0,25.18,18573
3552,Brazil,Sorghum,2002,1761.0,145552.0,25.56,18573
3553,Brazil,Soybeans,2002,1761.0,145552.0,22.5,25739
3554,Brazil,Soybeans,2002,1761.0,145552.0,21.3,25739
3555,Brazil,Soybeans,2002,1761.0,145552.0,19.09,25739
3556,Brazil,Soybeans,2002,1761.0,145552.0,19.09,25739
3557,Brazil,Soybeans,2002,1761.0,145552.0,27.85,25739
3558,Brazil,Soybeans,2002,1761.0,145552.0,21.3,25739
3559,Brazil,Soybeans,2002,1761.0,145552.0,27.27,25739
3560,Brazil,Soybeans,2002,1761.0,145552.0,19.49,25739
3561,Brazil,Soybeans,2002,1761.0,145552.0,26.01,25739
3562,Brazil,Soybeans,2002,1761.0,145552.0,25.18,25739
3563,Brazil,Soybeans,2002,1761.0,145552.0,25.56,25739
3564,Brazil,Sweet potatoes,2002,1761.0,145552.0,22.5,113463
3565,Brazil,Sweet potatoes,2002,1761.0,145552.0,21.3,113463
3566,Brazil,Sweet potatoes,2002,1761.0,145552.0,19.09,113463
3567,Brazil,Sweet potatoes,2002,1761.0,145552.0,19.09,113463
3568,Brazil,Sweet potatoes,2002,1761.0,145552.0,27.85,113463
3569,Brazil,Sweet potatoes,2002,1761.0,145552.0,21.3,113463
3570,Brazil,Sweet potatoes,2002,1761.0,145552.0,27.27,113463
3571,Brazil,Sweet potatoes,2002,1761.0,145552.0,19.49,113463
3572,Brazil,Sweet potatoes,2002,1761.0,145552.0,26.01,113463
3573,Brazil,Sweet potatoes,2002,1761.0,145552.0,25.18,113463
3574,Brazil,Sweet potatoes,2002,1761.0,145552.0,25.56,113463
3575,Brazil,Wheat,2002,1761.0,145552.0,22.5,14754
3576,Brazil,Wheat,2002,1761.0,145552.0,21.3,14754
3577,Brazil,Wheat,2002,1761.0,145552.0,19.09,14754
3578,Brazil,Wheat,2002,1761.0,145552.0,19.09,14754
3579,Brazil,Wheat,2002,1761.0,145552.0,27.85,14754
3580,Brazil,Wheat,2002,1761.0,145552.0,21.3,14754
3581,Brazil,Wheat,2002,1761.0,145552.0,27.27,14754
3582,Brazil,Wheat,2002,1761.0,145552.0,19.49,14754
3583,Brazil,Wheat,2002,1761.0,145552.0,26.01,14754
3584,Brazil,Wheat,2002,1761.0,145552.0,25.18,14754
3585,Brazil,Wheat,2002,1761.0,145552.0,25.56,14754
3586,Brazil,Yams,2002,1761.0,145552.0,22.5,92000
3587,Brazil,Yams,2002,1761.0,145552.0,21.3,92000
3588,Brazil,Yams,2002,1761.0,145552.0,19.09,92000
3589,Brazil,Yams,2002,1761.0,145552.0,19.09,92000
3590,Brazil,Yams,2002,1761.0,145552.0,27.85,92000
3591,Brazil,Yams,2002,1761.0,145552.0,21.3,92000
3592,Brazil,Yams,2002,1761.0,145552.0,27.27,92000
3593,Brazil,Yams,2002,1761.0,145552.0,19.49,92000
3594,Brazil,Yams,2002,1761.0,145552.0,26.01,92000
3595,Brazil,Yams,2002,1761.0,145552.0,25.18,92000
3596,Brazil,Yams,2002,1761.0,145552.0,25.56,92000
3597,Brazil,Cassava,2004,1761.0,214725.0,21.59,136343
3598,Brazil,Cassava,2004,1761.0,214725.0,20.05,136343
3599,Brazil,Cassava,2004,1761.0,214725.0,17.88,136343
3600,Brazil,Cassava,2004,1761.0,214725.0,17.88,136343
3601,Brazil,Cassava,2004,1761.0,214725.0,27.72,136343
3602,Brazil,Cassava,2004,1761.0,214725.0,20.05,136343
3603,Brazil,Cassava,2004,1761.0,214725.0,27.24,136343
3604,Brazil,Cassava,2004,1761.0,214725.0,18.75,136343
3605,Brazil,Cassava,2004,1761.0,214725.0,25.94,136343
3606,Brazil,Cassava,2004,1761.0,214725.0,24.24,136343
3607,Brazil,Cassava,2004,1761.0,214725.0,25.37,136343
3608,Brazil,Maize,2004,1761.0,214725.0,21.59,33671
3609,Brazil,Maize,2004,1761.0,214725.0,20.05,33671
3610,Brazil,Maize,2004,1761.0,214725.0,17.88,33671
3611,Brazil,Maize,2004,1761.0,214725.0,17.88,33671
3612,Brazil,Maize,2004,1761.0,214725.0,27.72,33671
3613,Brazil,Maize,2004,1761.0,214725.0,20.05,33671
3614,Brazil,Maize,2004,1761.0,214725.0,27.24,33671
3615,Brazil,Maize,2004,1761.0,214725.0,18.75,33671
3616,Brazil,Maize,2004,1761.0,214725.0,25.94,33671
3617,Brazil,Maize,2004,1761.0,214725.0,24.24,33671
3618,Brazil,Maize,2004,1761.0,214725.0,25.37,33671
3619,Brazil,Potatoes,2004,1761.0,214725.0,21.59,213525
3620,Brazil,Potatoes,2004,1761.0,214725.0,20.05,213525
3621,Brazil,Potatoes,2004,1761.0,214725.0,17.88,213525
3622,Brazil,Potatoes,2004,1761.0,214725.0,17.88,213525
3623,Brazil,Potatoes,2004,1761.0,214725.0,27.72,213525
3624,Brazil,Potatoes,2004,1761.0,214725.0,20.05,213525
3625,Brazil,Potatoes,2004,1761.0,214725.0,27.24,213525
3626,Brazil,Potatoes,2004,1761.0,214725.0,18.75,213525
3627,Brazil,Potatoes,2004,1761.0,214725.0,25.94,213525
3628,Brazil,Potatoes,2004,1761.0,214725.0,24.24,213525
3629,Brazil,Potatoes,2004,1761.0,214725.0,25.37,213525
3630,Brazil,"Rice, paddy",2004,1761.0,214725.0,21.59,35565
3631,Brazil,"Rice, paddy",2004,1761.0,214725.0,20.05,35565
3632,Brazil,"Rice, paddy",2004,1761.0,214725.0,17.88,35565
3633,Brazil,"Rice, paddy",2004,1761.0,214725.0,17.88,35565
3634,Brazil,"Rice, paddy",2004,1761.0,214725.0,27.72,35565
3635,Brazil,"Rice, paddy",2004,1761.0,214725.0,20.05,35565
3636,Brazil,"Rice, paddy",2004,1761.0,214725.0,27.24,35565
3637,Brazil,"Rice, paddy",2004,1761.0,214725.0,18.75,35565
3638,Brazil,"Rice, paddy",2004,1761.0,214725.0,25.94,35565
3639,Brazil,"Rice, paddy",2004,1761.0,214725.0,24.24,35565
3640,Brazil,"Rice, paddy",2004,1761.0,214725.0,25.37,35565
3641,Brazil,Sorghum,2004,1761.0,214725.0,21.59,23187
3642,Brazil,Sorghum,2004,1761.0,214725.0,20.05,23187
3643,Brazil,Sorghum,2004,1761.0,214725.0,17.88,23187
3644,Brazil,Sorghum,2004,1761.0,214725.0,17.88,23187
3645,Brazil,Sorghum,2004,1761.0,214725.0,27.72,23187
3646,Brazil,Sorghum,2004,1761.0,214725.0,20.05,23187
3647,Brazil,Sorghum,2004,1761.0,214725.0,27.24,23187
3648,Brazil,Sorghum,2004,1761.0,214725.0,18.75,23187
3649,Brazil,Sorghum,2004,1761.0,214725.0,25.94,23187
3650,Brazil,Sorghum,2004,1761.0,214725.0,24.24,23187
3651,Brazil,Sorghum,2004,1761.0,214725.0,25.37,23187
3652,Brazil,Soybeans,2004,1761.0,214725.0,21.59,23005
3653,Brazil,Soybeans,2004,1761.0,214725.0,20.05,23005
3654,Brazil,Soybeans,2004,1761.0,214725.0,17.88,23005
